Nd  6  6  6  5  4     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Pm  7  6  6  5  4     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Sm  8  6  6  5  4   -4.860000    1.400000     .000000     .000000     .000000     .000000   -4.860000    1.400000     .000000     .000000     .000000     .000000   -6.060000     .000000    2.747000    1.267000     .718400     .444700  -11.280000     .000000    6.907000    2.639000     .735400     .459700
Eu  9  6  6  5  4     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Gd 10  6  6  5  4     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Tb 11  6  6  5  4     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Dy 12  6  6  5  4     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Ho 13  6  6  5  4     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Er 14  6  6  5  4     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Tm 15  6  6  5  4     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Yb 16  6  6  5  4   -5.350000    1.540000     .000000     .000000     .000000     .000000   -5.350000    1.540000     .000000     .000000     .000000     .000000   -5.210000     .000000    2.810000    1.216000     .706300     .483400  -13.860000     .000000    8.629000    3.198000     .746000     .456400
Lu 17  6  6  5  4   -6.050000    1.666000     .000000     .000000     .000000     .000000   -6.050000    1.666000     .000000     .000000     .000000     .000000   -5.120000     .000000    2.813000    1.210000     .704400     .488000  -22.400000     .000000    9.136000    3.666000     .733000     .445900
Hf  4  6  6  5  0     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Ta  5  6  6  5  0  -10.100000    2.280000     .000000     .000000     .000000     .000000   -6.860000    2.241000     .000000     .000000     .000000     .000000  -12.100000     .000000    4.762000    1.938000     .681500     .681500     .000000     .000000     .000000     .000000     .000000     .000000
 W  6  6  6  5  0   -8.260000    2.341000     .000000     .000000     .000000     .000000   -5.170000    2.309000     .000000     .000000     .000000     .000000  -10.370000     .000000    4.982000    2.068000     .694000     .563100     .000000     .000000     .000000     .000000     .000000     .000000
Re  7  6  6  5  0   -9.360000    2.398000     .000000     .000000     .000000     .000000   -5.960000    2.372000     .000000     .000000     .000000     .000000  -12.660000     .000000    5.343000    2.277000     .666200     .591000     .000000     .000000     .000000     .000000     .000000     .000000
Os  8  6  6  5  0   -8.170000    2.452000     .000000     .000000     .000000     .000000   -4.810000    2.429000     .000000     .000000     .000000     .000000  -11.840000     .000000    5.571000    2.416000     .637200     .559800     .000000     .000000     .000000     .000000     .000000     .000000
Ir  9  6  6  5  0  -11.360000    2.500000     .000000     .000000     .000000     .000000   -4.500000    2.200000     .000000     .000000     .000000     .000000  -12.170000     .000000    5.796000    2.557000     .669800     .586000     .000000     .000000     .000000     .000000     .000000     .000000
Pt 10  6  6  5  0   -9.077000    2.554000     .000000     .000000     .000000     .000000   -5.475000    2.554000     .000000     .000000     .000000     .000000  -12.590000     .000000    6.013000    2.696000     .633400     .551300     .000000     .000000     .000000     .000000     .000000     .000000
Au 11  6  6  5  0  -10.920000    2.602000     .000000     .000000     .000000     .000000   -5.550000    2.584000     .000000     .000000     .000000     .000000  -15.070000     .000000    6.163000    2.794000     .6441800     .5355800     .000000     .000000     .000000     .000000     .000000     .000000
Hg 12  6  6  5  0  -13.680000    2.649000     .000000     .000000     .000000     .000000   -8.470000    2.631000     .000000     .000000     .000000     .000000  -17.500000     .000000    6.436000    3.032000     .643800     .521500     .000000     .000000     .000000     .000000     .000000     .000000
Tl  3  6  6  0  0  -11.600000    2.300000     .000000     .000000     .000000     .000000   -5.800000    1.600000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Pb  4  6  6  0  0  -15.700000    2.350000     .000000     .000000     .000000     .000000   -8.000000    2.060000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Bi  5  6  6  0  0  -15.190000    2.560000     .000000     .000000     .000000     .000000   -7.790000    2.072000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Po  6  6  6  0  0     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
At  7  6  6  0  0     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Rn  8  6  6  0  0     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Fr  1  7  7  0  0     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Ra  2  7  7  0  0     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Ac  3  7  7  6  5     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Th  4  7  7  6  5   -5.390000    1.834000     .000000     .000000     .000000     .000000   -5.390000    1.834000     .000000     .000000     .000000     .000000  -10.110000     .000000    2.461000    1.165000     .761200     .407100   -9.640000     .000000    4.477000    1.837000     .768200     .426700
Pa  5  7  7  6  5     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
 U  6  7  7  6  5   -5.500000    1.914000     .000000     .000000     .000000     .000000   -5.500000    1.914000     .000000     .000000     .000000     .000000   -9.190000     .000000    2.581000    1.207000     .760800     .412600  -10.620000     .000000    4.943000    2.106000     .784400     .390800
Np  7  7  7  6  5     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Pu  8  7  7  6  5     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Am  9  7  7  6  5     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Cm 10  7  7  6  5     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Bk 11  7  7  6  5     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Cf 12  7  7  6  5     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Es 13  7  7  6  5     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Fm 14  7  7  6  5     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Md 15  7  7  6  5     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
No 16  7  7  6  5     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Lr 17  7  7  6  5     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
